timestamp,step,ppO2,ppCO2,humidity,ppO21,ppCO21,humidity1
2025-07-24T15:38:52.540773,11,165.0146795154049,0.4993944386262075,51.99420543465567,165.00056018639654,0.49866715291056474,51.9570360859146
2025-07-24T15:38:53.518624,12,165.00005789966374,0.5005348102708445,51.96284316452243,165.01048115702613,0.49818086362564296,51.99985647516095
2025-07-24T15:38:54.519424,13,164.97339630054452,0.49933231461155975,52.02715205077099,165.02185594470157,0.4992171437418206,51.986580926602485
2025-07-24T15:38:55.550442,14,164.98581464609845,0.49969366268936666,52.00829588541076,165.01442217545457,0.4990046608576705,52.00022239315126
2025-07-24T15:38:56.541890,15,165.01698009647927,0.5004668161640549,52.03465084113458,165.00565141633422,0.5000840461352428,51.97153469112486
2025-07-24T15:38:57.550006,16,164.948286718854,0.4999404116264072,51.98750036624552,165.0320583251939,0.5003607853253927,51.98540557525747
2025-07-24T15:38:58.536777,17,164.94376053353045,0.4992604148847925,51.99572836351413,165.0212490823729,0.5007142225195882,51.96787090647114
2025-07-24T15:38:59.541066,18,164.93962452302577,0.49945363927099234,52.00225484555775,165.0002915731271,0.5008912146159659,51.99773764467744
2025-07-24T15:39:00.575324,19,164.9470291389609,0.4982799498659802,51.999829034140014,165.02084860011638,0.49913219798978875,51.96899685053189
2025-07-24T15:39:01.564277,20,164.9608790926732,0.4980311965943172,52.03665610457341,164.97309057644696,0.4990618149357511,51.972492337103276
2025-07-24T15:39:07.620591,26,164.9526034734104,0.4986567198881189,52.00220478264363,164.9685760985123,0.5005926996074357,51.97773462030948
2025-07-24T15:39:08.618502,27,164.97495031061595,0.4978849429378296,52.011061255381,164.9731247953047,0.5002936586057156,52.003590564263774
2025-07-24T15:39:09.629430,28,165.01455899776514,0.49957398557826843,52.01784198280379,164.93554634536184,0.4998755491025509,51.99806144425907
2025-07-24T15:39:10.632298,29,165.00095063398365,0.49939845034172076,51.99681592611121,164.9537269432581,0.49974633381422584,52.00959925265536
2025-07-24T15:39:11.650517,30,164.98900629252714,0.5004681546469466,51.9642934320102,164.96983274926384,0.49903601023546135,52.0136894443287
2025-07-24T15:39:12.655741,31,164.9800989232336,0.5000462259752971,51.98824866283254,164.97654441768492,0.49895366949082726,51.985613905823904
2025-07-24T15:39:13.687189,32,164.97260157999494,0.5000785782707488,51.98315704889474,164.95171760126905,0.49977296484280737,51.98932515288152
2025-07-24T15:39:14.686607,33,164.95787773826305,0.5004283213552414,52.00591818742689,164.97730989910414,0.5002009907186802,52.00609698815086
2025-07-24T15:39:15.696114,34,164.96810506701448,0.49875563543823975,52.02408741817079,164.985526459946,0.4990682574742175,52.01605438119988
2025-07-24T15:39:16.683297,35,164.992428844806,0.4993980920599947,52.01712717576484,164.99275022961507,0.49968889728239674,51.9988051261716
2025-07-24T15:39:17.054289,36,164.96804762191383,0.49992308116114675,51.983258488750884,165.0033669724658,0.4994183637504583,51.990779891868584
2025-07-24T15:39:18.094940,37,164.99902671940987,0.5001810969731811,51.975089081361425,164.993541229561,0.499821340651487,52.01881948576097
2025-07-24T15:39:19.068268,38,164.98931645638055,0.5000948314329717,52.00214314701267,164.99245243899713,0.4994322040501804,52.00030048857325
2025-07-24T15:39:20.069021,39,164.96255336900091,0.5019297467994417,52.01979576039236,164.96415090378616,0.4996766591213568,52.01883131354926
2025-07-24T15:39:21.071519,40,165.00468376699794,0.5008318509334582,51.98516885289938,164.9963161313097,0.49940628797661757,51.9840530472598
2025-07-24T15:39:22.094825,41,164.98121214901255,0.49920172178052435,52.01539807255573,165.0067927143953,0.4993345437053939,52.01256112733988
2025-07-24T15:39:23.083757,42,165.0130932082303,0.499713943398581,51.99171219838103,164.98918737142256,0.49819132129792915,52.02907754560876
2025-07-24T15:39:24.098252,43,164.997198739163,0.4985790898964787,51.981564164128656,165.0200567723453,0.497876096353358,52.00759936090518
2025-07-24T15:39:25.170400,44,165.019429839702,0.500048592844517,52.0376827689165,165.03575343345952,0.4983130965984588,52.018690936408134
2025-07-24T15:39:26.120946,45,165.02708760536578,0.49997920502119875,51.981273652962784,165.0437678182047,0.4999580231447595,52.02785499614983
2025-07-24T15:39:27.122670,46,164.98012236672184,0.4999606623058677,52.019037646806595,165.03783809864788,0.5002148700259673,52.0320653303768
2025-07-24T15:39:28.137963,47,165.0046251370481,0.4997251816203291,52.00100219536474,165.0361678487682,0.49897418460280313,51.997794896426626
2025-07-24T15:39:29.134245,48,164.9671417326293,0.49923568286786996,51.969225322611045,165.01736863663328,0.4980066488246398,51.99683706777659
2025-07-24T15:39:30.136010,49,164.9852193492473,0.5001505660178831,52.00867179803881,165.053311135835,0.49806332778297235,52.007282139995844
2025-07-24T15:39:31.145139,50,165.0070424368915,0.4994612504153506,51.95495569762715,165.03310341868197,0.4969284239961132,51.96113714500491
2025-07-24T15:39:32.158065,51,165.00756351899165,0.4995941050680301,52.03577882130445,165.01378270483622,0.49830515638605893,51.993857343543525
2025-07-24T15:39:33.169515,52,164.97514233283627,0.49986639496846497,51.96152434524333,165.02976918301076,0.4984307242931576,52.05699233041828
2025-07-24T15:39:34.162707,53,164.96481495706587,0.5005464566113116,51.98411289040131,165.0052822583781,0.4990267396166274,52.010583869536546
2025-07-24T15:39:35.165362,54,165.01285182362656,0.5010395492142676,52.02030853675315,165.0350605068256,0.49855657538946224,52.05114139287762
2025-07-24T15:39:36.162256,55,165.00897836934828,0.5008813568611267,51.966008455394324,165.04261074011373,0.4983623139105731,51.99595842365541
2025-07-24T15:39:37.171373,56,164.99433412837675,0.5009281750420223,52.03103390266339,165.02150012708447,0.4992153919794455,52.01432880766775
2025-07-24T15:39:38.175322,57,165.00838450122905,0.5006092108878225,52.01465436960039,165.01442852441278,0.5009974050071772,52.00119880238491
2025-07-24T15:39:39.209937,58,165.0056568451707,0.49992815206513863,51.99293679819941,165.03957731700817,0.49928881530421765,51.97201874160673
2025-07-24T15:39:40.179468,59,165.02417781555855,0.499841226256773,51.996330752175986,165.0433469059424,0.4994451594743345,51.984613550190666
2025-07-24T15:39:41.182295,60,165.00845471073558,0.5002821490262825,52.01094461841725,165.04127801978788,0.499417644507563,51.98937690007301
2025-07-24T15:39:42.182221,61,165.00437318856734,0.4992866660626292,52.01360356435165,165.04617117646671,0.498844084209524,52.02275898875012
2025-07-24T15:39:43.186457,62,164.98616934077018,0.5003187880959471,52.01565682972786,165.0433165443933,0.5005182536527797,51.98515530507613
2025-07-24T15:39:44.194443,63,165.02643629636484,0.49918220132221836,52.01128363330227,165.05602301163705,0.4996002011039331,52.001567100865934
2025-07-24T15:39:45.191952,64,164.9906898361252,0.4986711724871295,52.0017492729606,165.04146741014256,0.4995335583765553,52.01022281882964
2025-07-24T15:39:46.195013,65,164.99605137931562,0.49891088431408115,52.03303310065435,165.01087845926975,0.500188453028695,51.962224360614194
2025-07-24T15:39:46.584742,66,164.9923279384651,0.49881717875760045,52.03052942514988,165.01268630284954,0.5000056649220858,51.992359634952386
2025-07-24T15:39:47.599206,67,164.99219206009244,0.4988206766606689,51.959730902046886,165.0129520324567,0.49983996214519266,52.01117977392715
2025-07-24T15:39:48.594276,68,165.00096811166597,0.4990725510782236,51.968587822531184,164.99552286331502,0.49929053222753916,51.982593032803074
